id,food_name,food_group,food_sub_group,per_serving_household_measure,Energy (kcal),Protein (g),Total fat (g),Saturated fat (g),Dietary fibre (g),Carbohydrate (g),Cholesterol (mg),Sodium (mg),ALA,B-Carotene,Calcium,Carotenoid,EPA+DHA,Folic Acid,Glycemic carbohydrate,Glycemic index,Isoflavones,LA,Lactose,Marine Collagen Peptide,Monounsaturated fat,Nitrogen,Omega-6,Omega-9,Pantothenic Acid,Phycocyanin,Polyunsaturated fat,Potassium,Protein,Retinol,Riboflavin,Saturated fat,Selenium,Sodium,Starch,Sugar,Taurine,Thiamin,Thiamine,Total fat,Trans Fat,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin C,Vitamin D,Water,Whole-grains,Zinc
1211,Kuih kastad jagung,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (93g),107.8,0.56,0.56,0,1.02,25.2,0,42.78,0,1.86,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.55,0.56,0.93,0.01,0,0,42.78,0,0,0,0.02,0,0.56,0,0.93,0,0,0,0,3.91,0,65.57,0,0
1212,Kuih keria,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (38g),89.64,0.99,1.48,1.29,0.3,18.13,0,30.78,0,21.66,11.02,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.02,62.32,0.99,7.22,0.02,1.29,0,30.78,0,0,0,0.03,0,1.48,0,11.02,0,0,0,0,0,0,16.8,0,0
1213,Kuih ketayap,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (65g),140.6,2.73,5.14,0,0.72,20.87,0,30.55,0,0,11.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.15,2.73,32.5,0.07,0,0,30.55,0,0,0,0.04,0,5.14,0,32.5,0,0,0,0,0,0,35.1,0,0
1214,Kuih koci pulut hitam,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (82g),164.04,4.67,1.64,0,0.9,32.55,0,15.58,0,0.82,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,4.67,4.92,0.04,0,0,15.58,0,0,0,0.32,0,1.64,0,4.92,0,0,0,0,0,0,39.93,0,0
1215,Kuih koci pulut putih,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (82g),182.85,5.58,2.87,2.37,0.57,33.62,0,11.48,0,0,9.02,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.08,71.34,5.58,18.04,0.04,2.37,0,11.48,0,0,0,0.05,0,2.87,0,18.04,0,0,0,0,0,0,38.46,0,0
1216,Kuih lepat ubi,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (85g),176.74,0.85,0.68,0,1.53,41.82,0,200.6,0,2.55,24.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.65,0.85,9.35,0.19,0,0,200.6,0,0,0,0.05,0,0.68,0,10.2,0,0,0,0,2.13,0,39.19,0,0
1217,Kuih lidah kucing,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (14g),73.65,1.08,4.2,0,0.01,7.9,0,82.18,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18,1.08,0.28,0,0,0,82.18,0,0,0,0.04,0,4.2,0,0.28,0,0,0,0,0,0,0.53,0,0
1218,Kuih lompang,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (86g),116.95,2.24,0.26,0,0.43,26.49,0,77.4,0,0,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.8,2.24,1.72,0.06,0,0,77.4,0,0,0,0.03,0,0.26,0,1.72,0,0,0,0,1.72,0,56.24,0,0
1219,Kuih mysore pak,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (90g),345.67,5.4,3.24,1.51,0,73.8,0,57.6,0,0,27.9,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0.45,26.1,5.4,0,0.45,1.51,0,57.6,0,0,0,0.01,0,3.24,0,0,0,0,0,0,0,0,6.39,0,0
1220,Kuih pakoda,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (90g),282.65,7.83,13.41,0,0.18,32.58,0,543.6,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,7.83,0,0.17,0,0,543.6,0,0,0,0.01,0,13.41,0,0,0,0,0,0,0,0,33.39,0,0
1221,Kuih peneram,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (55g),255.81,1.6,12.05,8.14,0,35.26,0,60.5,0,0,3.85,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,1.19,41.8,1.6,3.3,0.06,8.14,0,60.5,0,0,0,0.02,0,12.05,0,3.3,0,0,0,0,0,0,5.72,0,0
1222,Kuih sagu,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (92g),15.24,0.11,0.44,0.3,0.02,2.7,2.67,2.6,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48,0.28,4.6,0.05,0,0,18.4,0,0,0,0,0,1.2,0,4.6,0,0,0,0,1.84,0,60.08,0,0
1223,Kuih sri muka,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (99g),192.13,3.56,3.76,0,0.2,35.94,0,114.84,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.42,3.56,13.86,0.05,0,0,114.84,0,0,0,0.01,0,3.76,0,13.86,0,0,0,0,0.99,0,54.95,0,0
1224,"Kuih talam, seri kaya",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (122g),181.66,1.71,1.1,0,0.49,41.24,0,172.02,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,1.71,41.48,0.07,0,0,172.02,0,0,0,0,0,1.1,0,41.48,0,0,0,0,0.49,0,76.37,0,0
1225,Kuih telur labah,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (10g),41.99,0.23,0.83,0,0.01,8.39,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.23,0.2,0,0,0,7,0,0,0,0.02,0,0.83,0,0.2,0,0,0,0,0.19,0,0.52,0,0
1226,"Kway teow, bandung, style",OTHER MIXED ETHNIC DISHES,Cereal based dishes,Bowl-rice (11and 1/2 cm) (450g),542.07,17.1,27,10.85,4.14,57.6,0,1143,0,660.6,112.5,0,0,0,0,0,0,0,0,0,11.39,0,0,0,0,0,3.65,580.5,17.1,1046.7,0.23,10.85,0,1143,47.57,10.04,0,0.09,0,27,0,215.1,0,0,0,0,0,0,343.8,0,0
1227,Laddu,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (60g),265.2,3.84,13.08,6.24,0.06,33.06,0,39.6,0,0,15.6,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0.73,10.8,3.84,0,0.01,6.24,0,39.6,0,0,0,0.01,0,13.08,0,0,0,0,0,0,0,0,9,0,0
1228,Lengat pisang,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (49g),103.41,1.91,0.34,0,0.2,23.18,0,168.07,0,0.49,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.32,1.91,3.43,0.03,0,0,168.07,0,0,0,0,0,0.34,0,3.43,0,0,0,0,0,0,22.83,0,0
1229,"Liver rendang, cow",OTHER MIXED ETHNIC DISHES,Meat based dishes,Piece (35g),89.26,6.09,6.86,0,0.24,0.7,0,50.75,0,0,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7,6.09,252.7,0.29,0,0,50.75,0,0,0,0.12,0,6.86,0,252.7,0,0,0,0,0,0,20.02,0,0
1230,Loh mai fan,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (190g),421.87,9.69,8.17,0,0,77.14,0,577.6,0,0,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,9.69,0,0.06,0,0,577.6,0,0,0,0.04,0,8.17,0,0,0,0,0,0,0,0,92.91,0,0
1231,"Mackerel, indian, with chilli, fried",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (80g),215.04,12.42,18.05,0,0,0.77,0,55.68,0,0,48,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,358.4,15.52,29.6,0.04,0,0,69.6,0,0,0,0.02,0,22.56,0,29.6,0,0,0,0,0,0,39.44,0,0
1232,"Mackerel, spanish, with chilli, fried",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (40g),102.99,8.06,7.63,3.74,0.76,0.5,0,72,0,2,38.4,0,0,0,0,0,0,0,0,0,2.78,1.43,0,0,0,0,1.11,109.2,8.96,56.4,0.07,4.16,0,80,0,0,0,0.08,0,8.48,0,56.8,0,0,0,0,0,0,21.2,0,0
1233,Maw in coconut milk gravy,OTHER MIXED ETHNIC DISHES,Meat based dishes,Piece (75g),109.88,11.4,6.53,5.34,0.08,1.35,116.25,183,0,0,27,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.14,60,11.4,54,0.24,5.34,0,183,0,1.35,0,0.1,0,6.53,0,54,0,0,0,0,0,0,54.45,0,0
1234,Mee curry,OTHER MIXED ETHNIC DISHES,Cereal based dishes,Bowl-rice (11and 1/2 cm) (410g),531.12,11.89,36.9,0,0.82,36.9,0,2455.9,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.2,11.89,475.6,0.37,0,0,2455.9,0,0,0,0.16,0,36.9,0,475.6,0,0,0,0,0,0,318.16,0,0
1235,"Mee goreng, mamak style",OTHER MIXED ETHNIC DISHES,Cereal based dishes,Plate-23cm (170g),281.57,9.35,9.01,3.67,2.11,40.63,28.73,1111.8,0,102,32.3,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,1.16,78.2,9.35,45.9,0.14,3.67,0,1111.8,37.23,3.4,0,0.03,0,9.01,0,62.9,0,0,0,0,2.89,0,107.1,0,0
1236,"Mee, bandung style",OTHER MIXED ETHNIC DISHES,Cereal based dishes,Bowl-rice (11and 1/2 cm) (450g),444.11,19.4,15.71,6.3,4.14,56.3,204.93,1924.34,0,783.45,100.35,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,2.12,189.41,19.4,84.6,0.2,6.3,42.26,1924.34,46.49,9.81,0,0.08,0,15.71,0,215.1,0,0,0,0,0.9,0,337.95,0,1.62
1237,Nasi dagang,OTHER MIXED ETHNIC DISHES,Cereal based dishes,Plate-23cm (250g),509.68,8,12.25,0,1.25,91.5,0,427.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0,0.75,0,0,427.5,0,0,0,0.45,0,12.25,0,0,0,0,0,0,0,0,134,0,0
1238,"Prawn dumpling, boiled",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Whole (16.89g),17.23,0.93,0.88,0.36,0.15,1.38,0,100.66,0,0,4.73,0,0,0,0,9.12,0,0,0,0,0.38,0,0,0,0,0,0.14,20.94,0.93,0,0.02,0.36,0,100.66,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0
1239,"Prawn, dried sambal",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Dessertspoon (12g),34.39,1.46,2.23,0.5,0.12,2.11,9.72,80.34,0,76.91,8.12,0,0,0,0,0,0,0,0,0,0.62,0.23,0,0,0,0,0.5,0,1.46,2.16,0,0.5,0,80.34,0,0,0,0,0,2.23,0,15.01,0,0,0,0,0,0,6,0,0
1240,Puding Jagung,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (90g),90,1.35,0.54,0,1.6,19.89,0,5.4,0,45.9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,1.35,36,0.02,0,0,5.4,0,0,0,0.01,0,0.54,0,44.1,0,0,0,0,0,0,67.77,0,0
1241,Putu bambu,OTHER MIXED ETHNIC DISHES,Cereal based dishes,Piece (66g),170.99,3.63,5.28,4.53,3.43,27.26,0,39.6,0,0,41.58,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.15,15.18,3.63,3.96,0.15,4.53,0,39.6,14.65,12.58,0,0.01,0,5.28,0,3.96,0,0,0,0,0,0,28.84,0,0
1242,Rawa thosai,OTHER MIXED ETHNIC DISHES,Cereal based dishes,Piece (85g),203.83,4.2,5.88,2.8,0.87,33.52,0,371.71,0,0,11,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0.54,67.87,4.2,4.68,0.01,2.8,22.59,371.71,32.6,0.93,0,0.06,0,5.88,0,4.68,0,0,0,0,0,0,37.09,0,0.48
1243,Red snapper in chilli,OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (50g),114.42,14.74,5.94,0,0,0.53,0,95.04,0,5.5,43.5,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,186.5,16.75,95.5,0.09,0,0,108,0,0,0,0.05,0,6.75,0,96.5,0,0,0,0,0,0,24,0,0
1244,"Red snapper, cooked with tamarind",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (55g),112.55,10.28,6.22,3.66,0.56,3.92,17.66,45.03,0,0,20.35,0,0,0,0,0,0,0,0,0,1.81,1.85,0,0,0,0,0.36,253.55,11.55,116.05,0.09,4.11,0,50.6,0,0,0,0.1,0,6.99,0,116.05,0,0,0,0,0,0,30.8,0,0
1245,"Red snapper, in coconut milk",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (50g),109.17,8.27,7.92,0,0.04,1.22,0,100.49,0,4,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.5,9.5,162.5,0.08,0,0,115.5,0,0,0,0.06,0,9.1,0,163,0,0,0,0,0,0,29,0,0
1246,"Rice porridge, fish, dry",OTHER MIXED ETHNIC DISHES,Cereal based dishes,Packet (63g),219.18,6.24,0.19,0,0.19,48.13,0,294.21,0,10.71,13.23,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,18.9,6.24,19.53,0.13,0,0,294.21,48.13,0,0,0.03,0,0.19,0,21.42,0,0,0,0,0.82,0,4.16,0,0
1247,Roti telur,OTHER MIXED ETHNIC DISHES,Cereal based dishes,Piece (135g),356.4,12.42,18.23,9.57,1.49,46.17,129.6,529.2,0,0,40.5,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,1.59,190.35,12.42,183.6,0.53,9.57,22.55,529.2,0,0,0,0.37,0,18.23,0,183.6,0,0,0,0,0,0,61.02,0,1.04
1248,"Seafood and vegetable cutlet, frozen",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (35g),77.35,2.59,4.79,0.64,0.18,6.51,0,136.85,0,0,2.8,0,0,0,0,0,0,0,0,0,1.9,0.41,0,0,0,0,1.24,37.1,2.59,0,0.04,0.64,0,136.85,5.22,1.23,0,0.04,0,4.8,0,13.3,0,0,0,0,0,0,0,0,0.42
1249,Sesame seed ball,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (1g),2.38,0.03,0.08,0.01,0.02,0.37,0,0.07,0,0.73,0.14,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0.03,0.03,0,0.01,0,0.07,0,0,0,0,0,0.08,0,0.15,0,0,0,0,0,0,0.49,0,0
1250,"Shrimp, small, cooked in chilli",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,1 portion (40g),71.2,5.77,5.16,0,0.11,0.39,0,113.92,0,2,220,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,189.2,6.48,42.8,0.01,0,0,128,0,0,0,0,0,5.8,0,43.2,0,0,0,0,0,0,24.52,0,0
1251,"Snakehead, salted, fried",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (40g),163.12,18.56,5.36,2.37,0,10.16,0,158.8,0,0,16,0,0,0,0,0,0,0,0,0,2.2,2.97,0,0,0,0,0.56,221.6,18.56,0,0.08,2.37,0,158.8,0,10.16,0,0.14,0,5.36,0,0,0,0,0,0,0,0,3.84,0,0
1252,"Soup, with fish ball",OTHER MIXED ETHNIC DISHES,Meat based dishes,Bowl-soup (16 and 1/2 cm) (439g),105.36,16.46,3.38,1.54,1.23,2.28,71.56,2032.57,0,0,38.85,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0.4,0,16.46,13.17,0,1.54,0,2032.57,0,0,0,0,0,3.38,0,13.17,0,0,0,0,0,0,0,0,0
1253,"Stingray, cooked with tamarind",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (60g),122,13.25,6.87,3.75,0.57,1.79,17.96,45.82,0,0,20.4,0,0,0,0,0,0,0,0,0,2.63,2.55,0,0,0,0,0.88,207,15.96,60,0.02,4.52,0,55.2,0,0,0,0.03,0,8.28,0,60,0,0,0,0,0,0,32.28,0,0
1254,Stir fried cabbage with tang hoon and dried prawn,OTHER MIXED ETHNIC DISHES,Vegetable based dishes,Plate-20cm (136g),146.27,4.35,7.89,3.13,1.77,14.28,4.08,920.72,0,32.64,59.84,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0.82,0,4.35,4.08,0,3.13,0,920.72,0,0,0,0,0,7.89,0,9.52,0,0,0,0,0,0,0,0,0
1255,"Stock, beef",OTHER MIXED ETHNIC DISHES,Meat based dishes,Cup (240g),16.8,2.64,0.48,0.26,0,0,0,782.4,0,0,14.4,0,0,0,0,0,0,0,0,0,0.22,0.42,0,0,0,0,0.02,129.6,2.64,0,0.05,0.26,0,782.4,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,234.24,0,0
1256,"Tangyuen, frozen, no filling",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Whole (20g),24.8,0.4,0.06,0.01,0,5.64,0,0.2,0,0,2.4,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0.03,2.2,0.4,0,0.01,0.01,0,0.2,5.64,0,0,0,0,0.06,0,0,0,0,0,0,0,0,13.88,0,0
1257,"Tangyuen, frozen, peanut",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Gram (1g),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
1258,"Tangyuen, frozen, red bean",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Whole (20g),61,0,2.34,1.17,0,9.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,6.34,3,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0
1259,Tapai pulut,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (80g),133.65,2.8,0.08,0,0.16,30.48,0,4,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,2.8,0,0,0,0,4,0,0,0,0.4,0,0.08,0,0,0,0,0,0,0,0,46.4,0,0
1260,Tepung bungkus,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (85g),237.89,1.44,2.13,0,0.17,53.3,0,136,0,19.55,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,1.45,4.25,0.04,0,0,136,0,0,0,0.07,0,2.13,0,7.65,0,0,0,0,0,0,27.46,0,0
1261,"Thread fin beam, in soya sauce",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (75g),149,16.71,8.32,4.01,0.06,2.32,0,111.59,0,0,22.5,0,0,0,0,0,0,0,0,0,3.68,3.11,0,0,0,0,0.92,324.75,19.43,80.25,0.11,4.66,0,129.75,0,2.7,0,0.06,0,9.68,0,80.25,0,0,0,0,0,0,42,0,0
1262,"Thread fin bream, fried in chilli",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (75g),246.56,19.28,17.1,8.44,0,3.86,0,270.63,0,0,64.5,0,0,0,0,0,0,0,0,0,5.78,3.18,0,0,0,0,2.31,333,19.88,98.25,0.12,8.7,0,279,0,0,0,0.05,0,17.63,0,98.25,0,0,0,0,0,0,31.2,0,0
1263,"Tortilla chip, nacho flavour",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (2.67g),13.3,0.21,0.68,0.13,0.14,1.67,0.08,18.9,0,0,3.92,0,0,0,0,0,0,0,0,0,0.4,0.03,0,0,0,0,0.09,5.77,0.21,0,0.01,0.13,0.18,18.9,0,0,0,0,0,0.68,0,9.91,0,0,0,0,0.05,0,0.05,0,0.03
1264,"Tortilla chip, plain",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Cup (27.5g),134.48,2.15,6.42,0.77,1.46,16.57,0,115.78,0,0,47.85,0,0,0,0,0,0,0,0,0,1.87,0.34,0,0,0,0,3.09,59.13,2.15,0,0.03,0.77,1.84,115.78,0,0,0,0,0,6.42,0.02,0,0,0,0,0,0,0,0.51,0,0.68
